width,task,task_trial,image_name,height,sbj,CURRENT_FIX_INDEX,CURRENT_FIX_X,CURRENT_FIX_Y,CURRENT_FIX_DURATION,NEXT_SAC_AMPLITUDE,Condition
1024,aesthetic,1,demo_01.png,768,80,14,447.5,391.3,357,1.1,aesthetic
1024,aesthetic,1,demo_01.png,768,80,15,480.7,385.7,235,3.27,aesthetic
1024,aesthetic,1,demo_01.png,768,80,16,581.2,348.9,71,9.26,aesthetic
1024,aesthetic,1,demo_01.png,768,80,17,896.9,432.7,421,1.8,aesthetic
1024,aesthetic,1,demo_01.png,768,80,18,943.9,397.1,216,11.24,aesthetic
1024,aesthetic,1,demo_01.png,768,80,19,525.4,388.4,196,1.41,aesthetic
1024,aesthetic,1,demo_01.png,768,80,20,474.9,380.9,156,5.02,aesthetic
1024,aesthetic,1,demo_01.png,768,80,21,280.6,339,187,3.92,aesthetic
1024,aesthetic,1,demo_01.png,768,80,22,149.7,299.1,278,1.54,aesthetic
1024,aesthetic,1,demo_01.png,768,80,23,201.2,316,267,0.41,aesthetic
1024,aesthetic,1,demo_01.png,768,80,24,190.5,309,229,2.12,aesthetic
1024,aesthetic,1,demo_01.png,768,80,25,117.6,318.5,157,13.22,aesthetic
1024,aesthetic,1,demo_01.png,768,80,26,597.9,334.2,305,1.18,aesthetic
1024,aesthetic,1,demo_01.png,768,80,27,625.3,331.6,197,0.82,aesthetic
1024,aesthetic,1,demo_01.png,768,80,28,596.4,321.6,435,6.97,aesthetic
1024,aesthetic,1,demo_01.png,768,80,29,849.9,321.2,450,2.03,aesthetic
1024,aesthetic,1,demo_01.png,768,80,30,925.2,310.4,367,1.38,aesthetic
1024,aesthetic,1,demo_01.png,768,80,31,976.5,317.3,449,13.41,aesthetic
1024,aesthetic,1,demo_01.png,768,80,32,486.5,333.7,279,1.69,aesthetic
1024,aesthetic,1,demo_01.png,768,80,33,430,332.3,170,5.34,aesthetic
1024,aesthetic,1,demo_01.png,768,80,34,415.7,139.4,255,0.8,aesthetic
1024,aesthetic,1,demo_01.png,768,80,35,416.5,170.3,198,5.79,aesthetic
1024,aesthetic,1,demo_01.png,768,80,36,471.2,375,131,12.91,aesthetic
1024,aesthetic,1,demo_01.png,768,80,37,447.6,847.5,36,0.92,aesthetic
1024,aesthetic,1,demo_01.png,768,80,38,449.8,756,93,7.94,aesthetic
1024,aesthetic,1,demo_01.png,768,80,39,475.8,438,186,.,aesthetic
1024,aesthetic,3,demo_03.png,768,80,1,510.8,365.6,123,0.26,aesthetic
1024,aesthetic,3,demo_03.png,768,80,2,522.9,372.8,212,2.64,aesthetic
1024,aesthetic,3,demo_03.png,768,80,3,473.5,459.2,249,5.84,aesthetic
1024,aesthetic,3,demo_03.png,768,80,4,424.2,260.2,433,8.11,aesthetic
1024,aesthetic,3,demo_03.png,768,80,5,676,423.5,231,2.98,aesthetic
1024,aesthetic,3,demo_03.png,768,80,6,665.8,529.1,212,4.75,aesthetic
1024,aesthetic,3,demo_03.png,768,80,7,834.4,549.2,231,4.23,aesthetic
1024,aesthetic,3,demo_03.png,768,80,8,676.1,557.8,251,11.42,aesthetic
1024,aesthetic,3,demo_03.png,768,80,9,640.3,125.8,240,1.97,aesthetic
1024,aesthetic,3,demo_03.png,768,80,10,639.4,57.7,223,11.45,aesthetic
1024,aesthetic,3,demo_03.png,768,80,11,246.5,181,555,9.73,aesthetic
1024,aesthetic,3,demo_03.png,768,80,12,197.3,471.5,1060,13.58,aesthetic
1024,aesthetic,3,demo_03.png,768,80,13,687.9,387.9,297,6.8,aesthetic
1024,aesthetic,3,demo_03.png,768,80,14,923.6,323.8,530,16.02,aesthetic
1024,aesthetic,3,demo_03.png,768,80,15,471.5,533.4,653,1.16,aesthetic
1024,aesthetic,3,demo_03.png,768,80,16,435.9,496.7,307,6.96,aesthetic
1024,aesthetic,3,demo_03.png,768,80,17,669.4,584.8,355,5.01,aesthetic
1024,aesthetic,3,demo_03.png,768,80,18,846.1,575.9,490,2.33,aesthetic
1024,aesthetic,3,demo_03.png,768,80,19,873.4,500,315,1.6,aesthetic
1024,aesthetic,3,demo_03.png,768,80,20,852,561.2,240,0.57,aesthetic
1024,aesthetic,3,demo_03.png,768,80,21,859.1,581.3,44,14.29,aesthetic
1024,aesthetic,3,demo_03.png,768,80,22,319.6,589.1,159,4.74,aesthetic
1024,aesthetic,3,demo_03.png,768,80,23,145.2,571.2,259,2.29,aesthetic
1024,aesthetic,3,demo_03.png,768,80,24,69.9,557.2,223,3,aesthetic
1024,aesthetic,3,demo_03.png,768,80,25,179.9,558.3,214,13.39,aesthetic
1024,aesthetic,3,demo_03.png,768,80,26,670.6,554.9,343,3.92,aesthetic
1024,aesthetic,3,demo_03.png,768,80,27,603.2,596.8,478,1.99,aesthetic
1024,aesthetic,3,demo_03.png,768,80,28,537.8,625.6,882,5.98,aesthetic
1024,aesthetic,3,demo_03.png,768,80,29,605.9,387.1,63,5.88,aesthetic
1024,aesthetic,3,demo_03.png,768,80,30,602.3,165.7,231,4.52,aesthetic
1024,aesthetic,3,demo_03.png,768,80,31,755,123.9,155,8.4,aesthetic
1024,aesthetic,3,demo_03.png,768,80,32,548.4,349.8,191,17.87,aesthetic
.,.,.,.,.,.,1,481.8,382.3,97,.,.
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,1,533.1,389.3,516,5.01,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,2,398.6,516.8,233,6.8,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,3,587.1,368.2,299,7.02,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,4,840.5,332.6,319,4.36,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,5,995.9,314.4,468,7.37,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,6,775.4,493.9,250,17.37,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,7,157.6,322.2,285,5.01,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,8,75.4,159.1,169,2.94,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,9,45,61.7,411,10.13,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,10,416.6,103.5,398,6.89,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,11,658.5,68.6,172,10.2,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,12,443.4,371.3,391,5.57,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,13,622.7,466.6,403,2.04,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,14,565.1,512.4,337,8.55,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,15,871.1,534.7,429,6.32,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,16,855.8,302.7,587,9,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,17,637.7,492.9,172,3.59,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,18,523.8,424.3,390,6.38,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,19,308.3,348.8,340,2.64,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,20,223.6,380.2,305,3.37,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,21,248.7,268.6,244,10.1,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,22,596.9,349.5,337,2.43,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,23,592.4,441.4,181,8.38,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,24,888.8,362,233,4.37,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,25,1047.3,348.7,248,0.98,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,26,1069.2,316.8,96,20.23,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,27,306.5,347.3,285,2.64,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,28,214.8,362.8,309,1.81,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,29,211.3,305.6,222,11.58,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,30,606.5,164,416,4.77,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,31,772.9,196.4,240,5.84,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,32,926.4,352.6,200,3.73,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,33,789,383.5,164,8.61,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,34,627.5,672.7,415,7.35,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,35,356,649.4,300,7.47,aesthetic
1024,aesthetic,1,target_kitchen_IDS01.png,768,80,36,511.3,405.9,99,4.69,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,1,496.2,385,301,5.23,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,2,346.2,503.4,275,3.08,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,3,254.4,436.3,233,6.8,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,4,241.6,193.2,264,6.94,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,5,487.8,275.7,284,1.05,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,6,520,264,317,9.28,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,7,774.6,509.8,382,9.26,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,8,961.1,210,439,10.79,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,9,711.5,520.6,225,6.15,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,10,928.1,574.4,259,1.39,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,11,976.9,560.8,579,16.17,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,12,365.8,584.5,258,3.41,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,13,243.6,536,273,1.91,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,14,203.9,464.8,291,4.53,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,15,48.5,513.4,804,12.43,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,16,507.3,515,469,2.25,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,17,537.5,581.1,91,1.27,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,18,553.4,573.2,279,5.7,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,19,505.6,360.9,206,2.63,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,20,496.7,280,264,0.66,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,21,511,267.5,216,0.21,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,22,520.3,262.8,233,12.81,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,23,960.9,106.8,334,0.68,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,24,963.3,89.3,694,5.48,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,25,908.3,289.9,204,3.64,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,26,862.2,435.3,224,3.18,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,27,845.1,538.9,235,2.82,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,28,826.4,626,264,0.54,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,29,816.6,608.3,254,1,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,30,796.8,586.7,567,6.62,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,31,561.4,646.2,252,5.8,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,32,348.8,686.3,197,6.87,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,33,86.1,714.6,196,1.79,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,34,26.9,730.1,300,14.36,aesthetic
1024,aesthetic,2,target_livingroom_IDS01.png,768,80,35,455.8,398.4,197,15.85,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,1,519.7,402.3,63,4.59,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,2,476.5,520.8,27,0.68,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,3,468.5,382.3,366,7.72,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,4,696.3,554.4,282,2.88,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,5,740.6,469.1,277,9.15,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,6,428,574.6,336,4.68,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,7,279.5,699.7,262,1.61,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,8,336.2,728.7,181,8.79,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,9,80,506.8,297,1.23,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,10,47.1,473.7,148,6.97,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,11,214.3,685.1,377,15.63,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,12,794.2,663.6,455,5.35,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,13,946.9,537.5,172,7.06,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,14,681.8,555.8,342,4.29,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,15,738,422.8,499,8.04,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,16,449.2,549.6,323,4.49,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,17,425.1,376.6,207,3.98,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,18,544.9,303,348,0.73,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,19,547.4,277.9,286,1.09,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,20,553.7,310.1,505,13.1,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,21,1033.7,276.4,522,4.32,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,22,1009.1,456.8,96,5.94,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,23,986.2,628,95,1.05,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,24,997.5,539,371,23.19,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,25,124,305.1,575,2.98,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,26,188.3,221,422,9.68,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,27,190.4,600.5,348,2.03,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,28,183.8,687,437,1.5,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,29,197.6,644.6,135,4.31,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,30,342.8,745.2,367,1.66,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,31,376.8,688.4,543,5.38,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,32,369.3,474.5,269,1.7,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,33,335.9,518.7,283,1.08,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,34,363.3,509.1,237,2.48,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,35,440.3,472.1,237,2.36,aesthetic
1024,aesthetic,3,target_office_IDS01.png,768,80,36,446.3,398,118,10.02,aesthetic
1024,aesthetic,4,target_restaurant_IDS01.png,768,80,1,491.4,383.1,365,3.01,aesthetic
1024,aesthetic,4,target_restaurant_IDS01.png,768,80,2,586.1,367.2,179,6.19,aesthetic
